Product,Current Factory,Alt Factory,Region,Ship Mode,Current Lead Time,Alt Lead Time,LT Reduction (days),LT Reduction (%),Current Distance,Alt Distance,Risk Level
Nerds,Sugar Shack,Wicked Choccy's,Gulf,First Class,1338.62,1336.37,2.25,0.17,1269.24,860.86,Medium Risk
Nerds,Sugar Shack,Secret Factory,Gulf,First Class,1338.62,1336.32,2.3,0.17,1269.24,850.99,Medium Risk
Nerds,Sugar Shack,The Other Factory,Gulf,First Class,1338.62,1334.3,4.32,0.32,1269.24,485.76,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1338.62,1337.09,1.53,0.11,1269.24,990.51,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1338.62,1336.37,2.25,0.17,1269.24,860.86,Medium Risk
Nerds,Sugar Shack,Secret Factory,Gulf,Second Class,1338.62,1336.32,2.3,0.17,1269.24,850.99,Medium Risk
Nerds,Sugar Shack,The Other Factory,Gulf,Second Class,1338.62,1334.3,4.32,0.32,1269.24,485.76,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1338.62,1337.09,1.53,0.11,1269.24,990.51,Medium Risk
Nerds,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1338.62,1336.37,2.25,0.17,1269.24,860.86,Medium Risk
Nerds,Sugar Shack,Secret Factory,Gulf,Same Day,1338.62,1336.32,2.3,0.17,1269.24,850.99,Medium Risk
Nerds,Sugar Shack,The Other Factory,Gulf,Same Day,1338.62,1334.3,4.32,0.32,1269.24,485.76,Low Risk
Nerds,Sugar Shack,Lot's O' Nuts,Pacific,Standard Class,1339.87,1333.72,6.15,0.46,1495.26,381.6,Low Risk
Nerds,Sugar Shack,Wicked Choccy's,Pacific,Standard Class,1339.87,1343.45,-3.58,-0.27,1495.26,2143.85,High Risk
Nerds,Sugar Shack,Secret Factory,Pacific,Standard Class,1339.87,1340.38,-0.51,-0.04,1495.26,1587.89,High Risk
Nerds,Sugar Shack,The Other Factory,Pacific,Standard Class,1339.87,1340.48,-0.61,-0.05,1495.26,1604.38,High Risk
Nerds,Sugar Shack,Lot's O' Nuts,Pacific,First Class,1339.87,1333.72,6.15,0.46,1495.26,381.6,Low Risk
Nerds,Sugar Shack,Wicked Choccy's,Pacific,First Class,1339.87,1343.45,-3.58,-0.27,1495.26,2143.85,High Risk
Nerds,Sugar Shack,Secret Factory,Pacific,First Class,1339.87,1340.38,-0.51,-0.04,1495.26,1587.89,High Risk
Nerds,Sugar Shack,The Other Factory,Pacific,First Class,1339.87,1340.48,-0.61,-0.05,1495.26,1604.38,High Risk
Nerds,Sugar Shack,Lot's O' Nuts,Pacific,Second Class,1339.87,1333.72,6.15,0.46,1495.26,381.6,Low Risk
Nerds,Sugar Shack,Wicked Choccy's,Pacific,Second Class,1339.87,1343.45,-3.58,-0.27,1495.26,2143.85,High Risk
Nerds,Sugar Shack,Secret Factory,Pacific,Second Class,1339.87,1340.38,-0.51,-0.04,1495.26,1587.89,High Risk
Nerds,Sugar Shack,The Other Factory,Pacific,Second Class,1339.87,1340.48,-0.61,-0.05,1495.26,1604.38,High Risk
Nerds,Sugar Shack,Lot's O' Nuts,Pacific,Same Day,1339.87,1333.72,6.15,0.46,1495.26,381.6,Low Risk
Nerds,Sugar Shack,Wicked Choccy's,Pacific,Same Day,1339.87,1343.45,-3.58,-0.27,1495.26,2143.85,High Risk
Nerds,Sugar Shack,Secret Factory,Pacific,Same Day,1339.87,1340.38,-0.51,-0.04,1495.26,1587.89,High Risk
Nerds,Sugar Shack,The Other Factory,Pacific,Same Day,1339.87,1340.48,-0.61,-0.05,1495.26,1604.38,High Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Interior,Standard Class,1351.96,1353.75,-1.79,-0.13,550.73,875.45,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Interior,Standard Class,1351.96,1354.95,-2.99,-0.22,550.73,1092.4,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Interior,Standard Class,1351.96,1352.26,-0.3,-0.02,550.73,605.2,Low Risk
Hair Toffee,The Other Factory,Secret Factory,Interior,Standard Class,1351.96,1351.3,0.66,0.05,550.73,430.51,Low Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Interior,First Class,1351.96,1353.75,-1.79,-0.13,550.73,875.45,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Interior,First Class,1351.96,1354.95,-2.99,-0.22,550.73,1092.4,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Interior,First Class,1351.96,1352.26,-0.3,-0.02,550.73,605.2,Low Risk
Hair Toffee,The Other Factory,Secret Factory,Interior,First Class,1351.96,1351.3,0.66,0.05,550.73,430.51,Low Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Interior,Second Class,1351.96,1353.75,-1.79,-0.13,550.73,875.45,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Interior,Second Class,1351.96,1354.95,-2.99,-0.22,550.73,1092.4,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Interior,Second Class,1351.96,1352.26,-0.3,-0.02,550.73,605.2,Low Risk
Hair Toffee,The Other Factory,Secret Factory,Interior,Second Class,1351.96,1351.3,0.66,0.05,550.73,430.51,Low Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Interior,Same Day,1351.96,1353.75,-1.79,-0.13,550.73,875.45,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Interior,Same Day,1351.96,1354.95,-2.99,-0.22,550.73,1092.4,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Interior,Same Day,1351.96,1352.26,-0.3,-0.02,550.73,605.2,Low Risk
Hair Toffee,The Other Factory,Secret Factory,Interior,Same Day,1351.96,1351.3,0.66,0.05,550.73,430.51,Low Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Atlantic,Standard Class,1352.66,1359.59,-6.93,-0.51,676.7,1931.99,High Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Atlantic,Standard Class,1352.66,1350.41,2.25,0.17,676.7,269.13,Low Risk
Hair Toffee,The Other Factory,Sugar Shack,Atlantic,Standard Class,1352.66,1356.09,-3.43,-0.25,676.7,1299.59,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Atlantic,Standard Class,1352.66,1353.41,-0.75,-0.06,676.7,813.31,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Atlantic,First Class,1352.66,1359.59,-6.93,-0.51,676.7,1931.99,High Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Atlantic,First Class,1352.66,1350.41,2.25,0.17,676.7,269.13,Low Risk
Hair Toffee,The Other Factory,Sugar Shack,Atlantic,First Class,1352.66,1356.09,-3.43,-0.25,676.7,1299.59,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Atlantic,First Class,1352.66,1353.41,-0.75,-0.06,676.7,813.31,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Atlantic,Second Class,1352.66,1359.59,-6.93,-0.51,676.7,1931.99,High Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Atlantic,Second Class,1352.66,1350.41,2.25,0.17,676.7,269.13,Low Risk
Hair Toffee,The Other Factory,Sugar Shack,Atlantic,Second Class,1352.66,1356.09,-3.43,-0.25,676.7,1299.59,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Atlantic,Second Class,1352.66,1353.41,-0.75,-0.06,676.7,813.31,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Atlantic,Same Day,1352.66,1359.59,-6.93,-0.51,676.7,1931.99,High Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Atlantic,Same Day,1352.66,1350.41,2.25,0.17,676.7,269.13,Low Risk
Hair Toffee,The Other Factory,Sugar Shack,Atlantic,Same Day,1352.66,1356.09,-3.43,-0.25,676.7,1299.59,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Atlantic,Same Day,1352.66,1353.41,-0.75,-0.06,676.7,813.31,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Gulf,Standard Class,1351.6,1354.39,-2.79,-0.21,485.76,990.51,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Gulf,Standard Class,1351.6,1353.67,-2.07,-0.15,485.76,860.86,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Gulf,Standard Class,1351.6,1355.93,-4.33,-0.32,485.76,1269.24,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Gulf,Standard Class,1351.6,1353.62,-2.02,-0.15,485.76,850.99,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Gulf,First Class,1351.6,1354.39,-2.79,-0.21,485.76,990.51,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Gulf,First Class,1351.6,1353.67,-2.07,-0.15,485.76,860.86,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Gulf,First Class,1351.6,1355.93,-4.33,-0.32,485.76,1269.24,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Gulf,First Class,1351.6,1353.62,-2.02,-0.15,485.76,850.99,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Gulf,Second Class,1351.6,1354.39,-2.79,-0.21,485.76,990.51,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Gulf,Second Class,1351.6,1353.67,-2.07,-0.15,485.76,860.86,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Gulf,Second Class,1351.6,1355.93,-4.33,-0.32,485.76,1269.24,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Gulf,Second Class,1351.6,1353.62,-2.02,-0.15,485.76,850.99,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Gulf,Same Day,1351.6,1354.39,-2.79,-0.21,485.76,990.51,Medium Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Gulf,Same Day,1351.6,1353.67,-2.07,-0.15,485.76,860.86,Medium Risk
Hair Toffee,The Other Factory,Sugar Shack,Gulf,Same Day,1351.6,1355.93,-4.33,-0.32,485.76,1269.24,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Gulf,Same Day,1351.6,1353.62,-2.02,-0.15,485.76,850.99,Medium Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Pacific,Standard Class,1357.78,1351.03,6.75,0.5,1604.38,381.6,Low Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Pacific,Standard Class,1357.78,1360.76,-2.98,-0.22,1604.38,2143.85,High Risk
Hair Toffee,The Other Factory,Sugar Shack,Pacific,Standard Class,1357.78,1357.17,0.61,0.04,1604.38,1495.26,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Pacific,Standard Class,1357.78,1357.69,0.09,0.01,1604.38,1587.89,High Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Pacific,First Class,1357.78,1351.03,6.75,0.5,1604.38,381.6,Low Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Pacific,First Class,1357.78,1360.76,-2.98,-0.22,1604.38,2143.85,High Risk
Hair Toffee,The Other Factory,Sugar Shack,Pacific,First Class,1357.78,1357.17,0.61,0.04,1604.38,1495.26,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Pacific,First Class,1357.78,1357.69,0.09,0.01,1604.38,1587.89,High Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Pacific,Second Class,1357.78,1351.03,6.75,0.5,1604.38,381.6,Low Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Pacific,Second Class,1357.78,1360.76,-2.98,-0.22,1604.38,2143.85,High Risk
Hair Toffee,The Other Factory,Sugar Shack,Pacific,Second Class,1357.78,1357.17,0.61,0.04,1604.38,1495.26,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Pacific,Second Class,1357.78,1357.69,0.09,0.01,1604.38,1587.89,High Risk
Hair Toffee,The Other Factory,Lot's O' Nuts,Pacific,Same Day,1357.78,1351.03,6.75,0.5,1604.38,381.6,Low Risk
Hair Toffee,The Other Factory,Wicked Choccy's,Pacific,Same Day,1357.78,1360.76,-2.98,-0.22,1604.38,2143.85,High Risk
Hair Toffee,The Other Factory,Sugar Shack,Pacific,Same Day,1357.78,1357.17,0.61,0.04,1604.38,1495.26,Medium Risk
Hair Toffee,The Other Factory,Secret Factory,Pacific,Same Day,1357.78,1357.69,0.09,0.01,1604.38,1587.89,High Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Standard Class,1388.79,1391.25,-2.46,-0.18,430.51,875.45,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Standard Class,1388.79,1392.45,-3.66,-0.26,430.51,1092.4,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Standard Class,1388.79,1389.76,-0.97,-0.07,430.51,605.2,Low Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Interior,Standard Class,1388.79,1389.46,-0.67,-0.05,430.51,550.73,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,First Class,1388.79,1391.25,-2.46,-0.18,430.51,875.45,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,First Class,1388.79,1392.45,-3.66,-0.26,430.51,1092.4,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,First Class,1388.79,1389.76,-0.97,-0.07,430.51,605.2,Low Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Interior,First Class,1388.79,1389.46,-0.67,-0.05,430.51,550.73,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Second Class,1388.79,1391.25,-2.46,-0.18,430.51,875.45,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Second Class,1388.79,1392.45,-3.66,-0.26,430.51,1092.4,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Second Class,1388.79,1389.76,-0.97,-0.07,430.51,605.2,Low Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Interior,Second Class,1388.79,1389.46,-0.67,-0.05,430.51,550.73,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Interior,Same Day,1388.79,1391.25,-2.46,-0.18,430.51,875.45,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Interior,Same Day,1388.79,1392.45,-3.66,-0.26,430.51,1092.4,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Interior,Same Day,1388.79,1389.76,-0.97,-0.07,430.51,605.2,Low Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Interior,Same Day,1388.79,1389.46,-0.67,-0.05,430.51,550.73,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Atlantic,Standard Class,1390.91,1397.08,-6.17,-0.44,813.31,1931.99,High Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Atlantic,Standard Class,1390.91,1387.9,3.01,0.22,813.31,269.13,Low Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Atlantic,Standard Class,1390.91,1393.59,-2.68,-0.19,813.31,1299.59,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Atlantic,Standard Class,1390.91,1390.15,0.76,0.05,813.31,676.7,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Atlantic,First Class,1390.91,1397.08,-6.17,-0.44,813.31,1931.99,High Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Atlantic,First Class,1390.91,1387.9,3.01,0.22,813.31,269.13,Low Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Atlantic,First Class,1390.91,1393.59,-2.68,-0.19,813.31,1299.59,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Atlantic,First Class,1390.91,1390.15,0.76,0.05,813.31,676.7,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Atlantic,Second Class,1390.91,1397.08,-6.17,-0.44,813.31,1931.99,High Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Atlantic,Second Class,1390.91,1387.9,3.01,0.22,813.31,269.13,Low Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Atlantic,Second Class,1390.91,1393.59,-2.68,-0.19,813.31,1299.59,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Atlantic,Second Class,1390.91,1390.15,0.76,0.05,813.31,676.7,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Atlantic,Same Day,1390.91,1397.08,-6.17,-0.44,813.31,1931.99,High Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Atlantic,Same Day,1390.91,1387.9,3.01,0.22,813.31,269.13,Low Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Atlantic,Same Day,1390.91,1393.59,-2.68,-0.19,813.31,1299.59,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Atlantic,Same Day,1390.91,1390.15,0.76,0.05,813.31,676.7,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Standard Class,1391.12,1391.89,-0.77,-0.06,850.99,990.51,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Standard Class,1391.12,1391.17,-0.05,-0.0,850.99,860.86,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,Standard Class,1391.12,1393.42,-2.3,-0.17,850.99,1269.24,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Gulf,Standard Class,1391.12,1389.1,2.02,0.15,850.99,485.76,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,First Class,1391.12,1391.89,-0.77,-0.06,850.99,990.51,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,First Class,1391.12,1391.17,-0.05,-0.0,850.99,860.86,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,First Class,1391.12,1393.42,-2.3,-0.17,850.99,1269.24,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Gulf,First Class,1391.12,1389.1,2.02,0.15,850.99,485.76,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Second Class,1391.12,1391.89,-0.77,-0.06,850.99,990.51,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Second Class,1391.12,1391.17,-0.05,-0.0,850.99,860.86,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,Second Class,1391.12,1393.42,-2.3,-0.17,850.99,1269.24,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Gulf,Second Class,1391.12,1389.1,2.02,0.15,850.99,485.76,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Gulf,Same Day,1391.12,1391.89,-0.77,-0.06,850.99,990.51,Medium Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Gulf,Same Day,1391.12,1391.17,-0.05,-0.0,850.99,860.86,Medium Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Gulf,Same Day,1391.12,1393.42,-2.3,-0.17,850.99,1269.24,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Gulf,Same Day,1391.12,1389.1,2.02,0.15,850.99,485.76,Low Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Standard Class,1395.18,1388.52,6.66,0.48,1587.89,381.6,Low Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Standard Class,1395.18,1398.25,-3.07,-0.22,1587.89,2143.85,High Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Standard Class,1395.18,1394.67,0.51,0.04,1587.89,1495.26,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Pacific,Standard Class,1395.18,1395.28,-0.1,-0.01,1587.89,1604.38,High Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,First Class,1395.18,1388.52,6.66,0.48,1587.89,381.6,Low Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,First Class,1395.18,1398.25,-3.07,-0.22,1587.89,2143.85,High Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,First Class,1395.18,1394.67,0.51,0.04,1587.89,1495.26,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Pacific,First Class,1395.18,1395.28,-0.1,-0.01,1587.89,1604.38,High Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Second Class,1395.18,1388.52,6.66,0.48,1587.89,381.6,Low Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Second Class,1395.18,1398.25,-3.07,-0.22,1587.89,2143.85,High Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Second Class,1395.18,1394.67,0.51,0.04,1587.89,1495.26,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Pacific,Second Class,1395.18,1395.28,-0.1,-0.01,1587.89,1604.38,High Risk
Everlasting Gobstopper,Secret Factory,Lot's O' Nuts,Pacific,Same Day,1395.18,1388.52,6.66,0.48,1587.89,381.6,Low Risk
Everlasting Gobstopper,Secret Factory,Wicked Choccy's,Pacific,Same Day,1395.18,1398.25,-3.07,-0.22,1587.89,2143.85,High Risk
Everlasting Gobstopper,Secret Factory,Sugar Shack,Pacific,Same Day,1395.18,1394.67,0.51,0.04,1587.89,1495.26,Medium Risk
Everlasting Gobstopper,Secret Factory,The Other Factory,Pacific,Same Day,1395.18,1395.28,-0.1,-0.01,1587.89,1604.38,High Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Interior,Standard Class,1327.95,1329.44,-1.49,-0.11,605.2,875.45,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Interior,Standard Class,1327.95,1330.64,-2.69,-0.2,605.2,1092.4,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Interior,Standard Class,1327.95,1326.99,0.96,0.07,605.2,430.51,Low Risk
Fun Dip,Sugar Shack,The Other Factory,Interior,Standard Class,1327.95,1327.65,0.3,0.02,605.2,550.73,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Interior,First Class,1327.95,1329.44,-1.49,-0.11,605.2,875.45,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Interior,First Class,1327.95,1330.64,-2.69,-0.2,605.2,1092.4,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Interior,First Class,1327.95,1326.99,0.96,0.07,605.2,430.51,Low Risk
Fun Dip,Sugar Shack,The Other Factory,Interior,First Class,1327.95,1327.65,0.3,0.02,605.2,550.73,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Interior,Second Class,1327.95,1329.44,-1.49,-0.11,605.2,875.45,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Interior,Second Class,1327.95,1330.64,-2.69,-0.2,605.2,1092.4,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Interior,Second Class,1327.95,1326.99,0.96,0.07,605.2,430.51,Low Risk
Fun Dip,Sugar Shack,The Other Factory,Interior,Second Class,1327.95,1327.65,0.3,0.02,605.2,550.73,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Interior,Same Day,1327.95,1329.44,-1.49,-0.11,605.2,875.45,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Interior,Same Day,1327.95,1330.64,-2.69,-0.2,605.2,1092.4,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Interior,Same Day,1327.95,1326.99,0.96,0.07,605.2,430.51,Low Risk
Fun Dip,Sugar Shack,The Other Factory,Interior,Same Day,1327.95,1327.65,0.3,0.02,605.2,550.73,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Atlantic,Standard Class,1331.79,1335.28,-3.49,-0.26,1299.59,1931.99,High Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Atlantic,Standard Class,1331.79,1326.1,5.69,0.43,1299.59,269.13,Low Risk
Fun Dip,Sugar Shack,Secret Factory,Atlantic,Standard Class,1331.79,1329.1,2.69,0.2,1299.59,813.31,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Atlantic,Standard Class,1331.79,1328.35,3.44,0.26,1299.59,676.7,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Atlantic,First Class,1331.79,1335.28,-3.49,-0.26,1299.59,1931.99,High Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Atlantic,First Class,1331.79,1326.1,5.69,0.43,1299.59,269.13,Low Risk
Fun Dip,Sugar Shack,Secret Factory,Atlantic,First Class,1331.79,1329.1,2.69,0.2,1299.59,813.31,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Atlantic,First Class,1331.79,1328.35,3.44,0.26,1299.59,676.7,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Atlantic,Second Class,1331.79,1335.28,-3.49,-0.26,1299.59,1931.99,High Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Atlantic,Second Class,1331.79,1326.1,5.69,0.43,1299.59,269.13,Low Risk
Fun Dip,Sugar Shack,Secret Factory,Atlantic,Second Class,1331.79,1329.1,2.69,0.2,1299.59,813.31,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Atlantic,Second Class,1331.79,1328.35,3.44,0.26,1299.59,676.7,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Atlantic,Same Day,1331.79,1335.28,-3.49,-0.26,1299.59,1931.99,High Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Atlantic,Same Day,1331.79,1326.1,5.69,0.43,1299.59,269.13,Low Risk
Fun Dip,Sugar Shack,Secret Factory,Atlantic,Same Day,1331.79,1329.1,2.69,0.2,1299.59,813.31,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Atlantic,Same Day,1331.79,1328.35,3.44,0.26,1299.59,676.7,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Gulf,Standard Class,1331.62,1330.08,1.54,0.12,1269.24,990.51,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Gulf,Standard Class,1331.62,1329.36,2.26,0.17,1269.24,860.86,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Gulf,Standard Class,1331.62,1329.31,2.31,0.17,1269.24,850.99,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Gulf,Standard Class,1331.62,1327.29,4.33,0.33,1269.24,485.76,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Gulf,First Class,1331.62,1330.08,1.54,0.12,1269.24,990.51,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Gulf,First Class,1331.62,1329.36,2.26,0.17,1269.24,860.86,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Gulf,First Class,1331.62,1329.31,2.31,0.17,1269.24,850.99,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Gulf,First Class,1331.62,1327.29,4.33,0.33,1269.24,485.76,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Gulf,Second Class,1331.62,1330.08,1.54,0.12,1269.24,990.51,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Gulf,Second Class,1331.62,1329.36,2.26,0.17,1269.24,860.86,Medium Risk
Fun Dip,Sugar Shack,Secret Factory,Gulf,Second Class,1331.62,1329.31,2.31,0.17,1269.24,850.99,Medium Risk
Fun Dip,Sugar Shack,The Other Factory,Gulf,Second Class,1331.62,1327.29,4.33,0.33,1269.24,485.76,Low Risk
Fun Dip,Sugar Shack,Lot's O' Nuts,Gulf,Same Day,1331.62,1330.08,1.54,0.12,1269.24,990.51,Medium Risk
Fun Dip,Sugar Shack,Wicked Choccy's,Gulf,Same Day,1331.62,1329.36,2.26,0.17,1269.24,860.86,Medium Risk
